TIMESTAMP,U10,V10,U100,V100,TARGETVAR
20130109 10:00,0.869581987,2.926344237,1.735353369,5.836087317,0.14096419
20130109 11:00,0.507347854,2.076859324,1.172008397,4.944193127,0.07809416
20130109 12:00,0.415150252,1.792478476,0.868593629,4.174022861,0.01747956
20130109 13:00,0.306152198,2.091947054,0.480652686,3.579987674,0.00723616
20130109 14:00,0.153309063,2.03342495,0.276421812,2.997171282,0.00449617
20130109 15:00,0.162733707,1.50718322,0.278376174,2.399770456,0
20130109 16:00,0.274190363,0.835093434,0.345313087,1.822563462,0
20130109 17:00,0.236082021,0.384290353,0.300851342,1.45626981,0
20130109 18:00,0.17502672,-0.03542286,0.041409729,1.118584085,0
20130109 19:00,-0.008548949,-0.320718116,-0.218031885,0.805579709,0
20130109 20:00,-0.08804377,-0.456050481,-0.364609067,0.170034981,0
20130109 21:00,0.055784489,-0.348607556,-0.007449332,-0.321909173,0
20130109 22:00,-0.316693823,-0.278655354,-0.412490947,-0.369028111,0
20130109 23:00,0.290581048,-0.632988404,0.378537249,-0.85087535,0
20130110 0:00,0.621263113,-0.89268024,0.774784232,-1.212120544,0.00684557
20130110 1:00,0.882532465,-1.865191148,1.119044455,-2.475604451,0.01503618
20130110 2:00,1.149436226,-1.960586817,1.41553516,-2.619990692,0.0350531
20130110 3:00,1.80355985,-1.943655119,2.279115105,-2.613310901,0.06766281
20130110 4:00,2.178215057,-1.977931485,2.785281598,-2.670346036,0.08702189
20130110 5:00,2.103588613,-2.027900645,2.681712927,-2.765918423,0.1357955
20130110 6:00,1.781857262,-2.370251336,2.325822544,-3.235045248,0.24217648
20130110 7:00,1.432712114,-2.582104056,1.973993678,-3.622986927,0.04885878
20130110 8:00,0.969723565,-1.651273587,1.681056801,-3.067536655,0.10834273
20130110 9:00,0.26077235,-1.56950587,1.444981154,-3.834684903,0.12846537
20130110 10:00,0.071160264,-2.153855966,1.120567524,-5.479968686,0.02065126
20130110 11:00,1.237008073,-2.058460296,3.541739046,-5.507201678,0.01971737
20130110 12:00,1.738832832,-1.377475627,4.586564165,-3.171844153,0.05685556
20130110 13:00,1.77804979,-0.093970259,3.899660187,-0.422853448,0.09105993
20130110 14:00,-1.884357159,-2.059286233,-2.678473469,-5.94190189,0.07282269
20130110 15:00,0.749651706,-1.989907564,1.358673929,-5.104358927,0.12301475
20130110 16:00,0.500643062,-2.058460296,1.578503509,-5.045782303,0.02686836
20130110 17:00,0.076109977,-2.699800012,0.868753501,-7.169955682,0.0041232
20130110 18:00,0.670456296,-3.422907444,1.964347576,-8.153426375,0.06615919
20130110 19:00,0.854737923,-3.724787246,2.337499404,-8.410855224,0.01870125
20130110 20:00,0.963250864,-3.60254864,2.493867789,-8.236153011,0.04163142
20130110 21:00,1.452891714,-4.098523526,2.754312535,-7.829713451,0.07189174
20130110 22:00,2.338509612,-4.190202481,3.477770161,-6.547193675,0.01643995
20130110 23:00,3.449149083,-3.83092009,4.89320866,-5.578110223,0.06738089
20130111 0:00,4.302403473,-3.425385254,5.97204898,-4.913727983,0.08316887
20130111 1:00,4.709728892,-3.746497919,6.54330714,-5.358425956,0.06568931
20130111 2:00,5.528467253,-2.82375785,7.645116785,-4.108725456,0.1086364
20130111 3:00,6.088579536,-1.715652732,8.409220068,-2.574477766,0.11465088
20130111 4:00,6.067332634,-0.848573244,8.380468733,-1.361947845,0.16755944
20130111 5:00,5.943514484,-0.219966147,8.247920204,-0.475621798,0.24236443
20130111 6:00,5.969523622,0.355533608,8.376082936,0.342130939,0.24772107
20130111 7:00,5.621147702,1.718962486,8.050559343,2.251929651,0.22422704
20130111 8:00,3.932751683,4.025046685,5.779691167,5.696616926,0.20402217
20130111 9:00,2.845496446,4.223177923,4.347484822,6.316981072,0.14124612
20130111 10:00,2.200030231,3.444440455,3.761249968,5.845940114,0.11624847
20130111 11:00,1.633690408,2.86485552,2.883115965,5.102528535,0.07969176
20130111 12:00,1.175783047,2.323569149,2.203317445,4.44499381,0.06174232
20130111 13:00,1.177614677,1.923221494,2.222809875,3.844496698,0.10873038
20130111 14:00,1.288977747,1.793517024,2.506912053,3.499066663,0.10619303
20130111 15:00,1.114606624,1.664323201,2.170667623,3.416394168,0.10017855
20130111 16:00,1.116804579,1.296656987,2.349023364,2.796030023,0.13946057
20130111 17:00,1.464081522,1.820070695,2.216474836,2.976755941,0.10976412
20130111 18:00,1.198861578,2.530381395,1.966971723,4.188004118,0.08843154
20130111 19:00,1.723806576,2.035053301,2.749592815,3.397808879,0.16765341
20130111 20:00,2.538881678,2.13411892,3.656965464,3.245922203,0.09905084
20130111 21:00,3.251751857,2.109607839,4.611119947,3.08890855,0.22535476
20130111 22:00,3.373738377,2.225014178,4.761211663,3.136973954,0.28484165
20130111 23:00,3.174457094,2.821450481,4.36551532,3.929091809,0.17301005
20130112 0:00,3.621008352,2.410379228,4.915689176,3.288219758,0.08429659
20130112 1:00,3.203534732,2.767166338,4.370538516,3.856865919,0.10882436
20130112 2:00,2.722012252,2.672250409,3.643463501,3.582076781,0.26501268
20130112 3:00,2.751517306,2.279931236,3.700347037,2.905259187,0.17094258
20130112 4:00,2.488725626,2.934121024,3.332672546,3.785181796,0.18278357
20130112 5:00,2.330185137,3.04753339,3.137717154,3.971560515,0.1373931
20130112 6:00,2.071327464,3.27533162,2.777282385,4.322812718,0.11483883
20130112 7:00,1.714513012,3.406753675,2.322214097,4.539059822,0.06709896
20130112 8:00,1.057927213,3.562513148,1.45603298,4.905246217,0.05723146
20130112 9:00,0.623612819,3.40821392,0.883577758,5.294729951,0.09125082
20130112 10:00,0.179856809,3.413081404,0.276475292,5.983494899,0.14519312
20130112 11:00,-0.310713888,3.268517143,-0.692096189,5.905837099,0.06484353
20130112 12:00,-0.394901641,3.23395801,-0.816205722,5.604166415,0.05967484
20130112 13:00,-0.540853308,2.869870241,-1.045808359,4.881948877,0.02424584
20130112 14:00,-0.594749206,2.138774214,-1.108380248,3.776818648,0
20130112 15:00,-0.906715976,1.965978548,-1.607921119,3.295340289,0
20130112 16:00,-0.690738982,1.781014173,-1.351428084,3.129272071,0.00279873
20130112 17:00,-0.693492787,1.778580432,-1.387109575,3.236798255,0.00920085
20130112 18:00,-0.605371026,1.732339338,-1.287304825,3.380166501,0.00185897
20130112 19:00,-0.376018407,2.032663072,-0.817239969,3.79712915,0
20130112 20:00,-0.45981276,2.045805278,-0.941349502,3.841334359,0.0242429
20130112 21:00,-0.382706219,2.789556763,-0.609873624,3.982910502,0.13513767
20130112 22:00,-0.097884099,2.970140402,-0.19617518,4.115526129,0.15816182
20130112 23:00,0.531557051,3.103022702,0.688622367,4.256504904,0.21031858
20130113 0:00,0.933612585,3.1332011,1.241426912,4.2732312,0.10769664
20130113 1:00,1.54732749,2.624769333,2.030190637,3.568451323,0.04839771
20130113 2:00,2.509951421,2.328064258,3.333772963,3.262652694,0.13861479
20130113 3:00,3.11026423,2.052734162,4.182604081,2.836785891,0.17470162
20130113 4:00,3.374366476,2.571331884,4.661170189,3.625358635,0.68724741
20130113 5:00,3.199625459,3.176956309,4.351009453,4.338263415,0.44384926
20130113 6:00,3.135480023,3.778000382,4.261420063,5.162481397,0.40419133
20130113 7:00,3.313760098,4.794329775,4.62261273,6.623936196,0.33154778
20130113 8:00,2.547553918,5.532275504,3.589499639,7.891530923,0.44572877
20130113 9:00,1.892828083,5.138874091,2.788865344,7.5926112,0.41913353
20130113 10:00,1.00983297,3.620232675,1.815856527,6.683344928,0.36396955
20130113 11:00,0.550197739,3.034965373,1.110481837,6.451963552,0.2668922
20130113 12:00,0.240972497,2.594742576,0.486758237,6.004209321,0.10036651
20130113 13:00,-0.210257471,2.322974977,-0.584345292,5.573339678,0.08814961
20130113 14:00,-0.710149494,1.977921733,-1.849370159,4.852930637,0.03035429
20130113 15:00,-0.887102422,1.678163088,-2.477062909,4.173169676,0.02866272
20130113 16:00,-0.984426533,1.485788271,-2.741861929,3.804210185,0.03279767
20130113 17:00,-1.169342343,1.401306208,-3.152385463,3.605347272,0.02556151
20130113 18:00,-1.209156752,1.351940183,-3.236871659,3.511544012,0.03589888
20130113 19:00,-1.334793331,1.235395651,-3.33439935,3.086302564,0.02922658
20130113 20:00,-1.383013004,0.979913751,-3.718272875,2.696081,0.00035535
20130113 21:00,-2.385008961,1.617600646,-3.52945473,2.346507516,0
20130113 22:00,-2.705293761,1.860359344,-3.702963295,2.498468798,0
20130113 23:00,-1.949262375,1.854252207,-2.610879973,2.412795153,0
20130114 0:00,-1.532980611,1.957564609,-2.016074466,2.527235131,0.00797622
20130114 1:00,-1.520660854,1.516810885,-2.007447112,1.906680577,0.04886759
20130114 2:00,-0.762698643,1.291087479,-1.011508161,1.601646081,0.19020768
20130114 3:00,-0.208233201,1.260326708,-0.265950123,1.560759622,0.19847758
20130114 4:00,0.041167813,1.453556341,0.068201356,1.798546655,0.17460764
20130114 5:00,-0.31956003,1.820086095,-0.406963909,2.277348599,0.28352598
20130114 6:00,-0.896435418,1.907602655,-1.193011053,2.400545954,0.52551451
20130114 7:00,-1.286440772,1.817919843,-1.70494229,2.311779301,0.40738651
20130114 8:00,-1.787411504,1.694876758,-2.447707975,2.204183359,0.3523165
20130114 9:00,-1.249934247,1.347843268,-2.758589853,2.714188126,0.36716473
20130114 10:00,-1.196439536,1.993819465,-3.221654926,4.677814077,0.21210412
20130114 11:00,-1.535841785,2.833025295,-3.486462993,5.952288016,0.26172351
20130114 12:00,-2.07693355,2.129426809,-4.447497541,4.505122589,0.30983929
20130114 13:00,-2.090668678,1.080961084,-5.205155771,2.567319664,0.40005638
20130114 14:00,-1.940305168,0.68540356,-5.233544685,1.502657813,0.28352598
20130114 15:00,-1.938859365,0.206661979,-5.033891503,0.301349115,0.1665257
20130114 16:00,-1.954401747,0.061956379,-4.582926623,-0.336156844,0.09895686
20130114 17:00,-1.99922164,-0.120008747,-4.202701332,-0.846699591,0.07724838
20130114 18:00,-2.003920499,-0.342266151,-3.429219773,-1.539617461,0.13861479
20130114 19:00,-1.900907037,-0.770317447,-2.139618449,-2.509594882,0.10938821
20130114 20:00,-1.386924079,-1.057562396,-0.929599163,-3.278905871,0.03119714
20130114 21:00,-0.740650148,-1.499910951,-0.070950861,-3.341311518,0
20130114 22:00,0.38924488,-1.023335622,0.631325717,-1.760727123,0
20130114 23:00,1.300100756,-1.356938353,1.71475837,-1.851645694,0
20130115 0:00,2.305295276,-0.824473734,3.008548222,-1.123221163,0
20130115 1:00,2.523568712,-0.021248633,3.268683872,-0.122070752,0.02799314
20130115 2:00,2.184633509,0.302081374,2.826494131,0.270491102,0.05582182
20130115 3:00,1.792507745,0.61118486,2.320580303,0.663626038,0.04661216
20130115 4:00,1.766118629,0.863813372,2.302848384,0.978821687,0.00101025
20130115 5:00,1.719937677,1.220769699,2.259072707,1.451042078,0.06342508
20130115 6:00,1.381002474,1.516939985,1.834614885,1.846469347,0.43586128
20130115 7:00,1.095257832,1.700160322,1.456703351,2.11467219,0.7495536
20130115 8:00,0.920842271,1.897607179,1.376355591,2.771425306,0.53209284
20130115 9:00,0.149785301,2.462356924,0.224334948,5.245424609,0.22056197
20130115 10:00,-0.868257298,3.982007954,-1.783804933,7.485606049,0.15741002
20130115 11:00,-1.146580001,2.898636879,-2.340143906,5.766930137,0.11098581
20130115 12:00,-1.206780171,1.905798206,-2.80726916,4.3491228,0.1409642
20130115 13:00,-1.513141309,1.418647663,-3.747615015,3.440213165,0.17028474
20130115 14:00,-1.485102874,1.316906488,-3.89833633,3.205822218,0.19020768
20130115 15:00,-1.424902704,1.148774884,-3.706055828,2.735321077,0.16831125
20130115 16:00,-1.631892329,0.851311278,-4.075655525,2.16624966,0.15007988
20130115 17:00,-1.766311887,0.61506482,-4.519507634,1.495742552,0.15891364
20130115 18:00,-1.751055679,0.713788249,-4.164869245,1.440153501,0.16624377
20130115 19:00,-1.651271836,0.761209983,-4.023568011,1.610359151,0.12423644
20130115 20:00,-1.408409507,0.652571101,-3.871738451,1.617236147,0.07076403
20130115 21:00,-1.995979658,0.834067011,-3.284922741,1.294590419,0.06550136
20130115 22:00,-1.914750662,0.949172494,-2.641032415,1.247597614,0.03016634
20130115 23:00,-1.789814693,1.020736202,-2.370620643,1.292298087,0.06193027
20130116 0:00,-1.304090034,1.145326031,-1.678521661,1.403476189,0.07339536
20130116 1:00,-0.0943562,0.838055798,-0.046384475,0.961027319,0.09482191
20130116 2:00,0.800917992,1.236097447,1.117110501,1.427742954,0.04858566
20130116 3:00,1.172640026,1.269502834,1.564429355,1.472221076,0.20984576
20130116 4:00,1.3119049,1.645901556,1.727048396,1.971838335,0.45888543
20130116 5:00,1.166706435,2.028416758,1.528550655,2.49339001,0.34028756
20130116 6:00,0.971595996,2.307422311,1.262023172,2.901004579,0.3956395
20130116 7:00,0.710867021,2.361059129,0.916748932,3.027736762,0.23691382
20130116 8:00,0.178588992,2.232142566,0.232723852,3.298870518,0.16145099
20130116 9:00,-0.538677467,2.162508802,-1.286296422,4.731309758,0.17413776
20130116 10:00,-1.358909183,2.278721908,-3.460452432,5.239457068,0.17639319
20130116 11:00,-1.524700701,1.715064821,-4.031249928,4.122020417,0.18212574
20130116 12:00,-1.743894538,1.108121881,-4.585272966,2.833373462,0.25298374
20130116 13:00,-1.908987986,0.54869928,-4.958038677,1.435663715,0.26971149
20130116 14:00,-2.011953244,0.09513882,-4.797283464,0.130565948,0.24349215
20130116 15:00,-1.969371001,-0.195158695,-4.702228208,-0.918021007,0.23371863
20130116 16:00,-1.853491457,-0.354187155,-4.370000768,-1.71923649,0.16370641
20130116 17:00,-1.711434304,-0.642602676,-3.621207645,-2.906132125,0.1204774
20130116 18:00,-1.49468371,-1.012884919,-2.304878728,-4.055251821,0.18814021
20130116 19:00,-1.14809218,-1.613240882,-0.755105283,-4.770557507,0.18315948
20130116 20:00,-0.484228042,-2.111028192,0.413049264,-5.861794716,0.16643172
20130116 21:00,-0.061546932,-2.521302799,0.678644834,-6.260269944,0.22883187
20130116 22:00,0.235132625,-3.420895746,0.696351205,-6.036051467,0.38361055
20130116 23:00,0.693415282,-3.938443989,1.147397715,-6.080529589,0.32543933
20130117 0:00,1.192535008,-4.275320846,1.830490881,-6.357146949,0.30636218
20130117 1:00,2.540405094,-5.251246958,3.656729342,-7.430235064,0.46790714
20130117 2:00,3.591721118,-5.199820195,5.118033438,-7.303426637,0.21078846
20130117 3:00,4.248701927,-4.754953724,6.224739057,-6.801870915,0.13053284
20130117 4:00,5.309922185,-4.001526671,7.620499019,-5.765953313,0.28625128
20130117 5:00,5.465088506,-3.418357157,8.022251549,-5.063775303,0.61328821
20130117 6:00,5.194005973,-3.163220494,7.818546041,-4.756532993,0.46696738
20130117 7:00,4.821680165,-2.649452146,7.781294339,-4.220278448,0.4373649
20130117 8:00,3.976518923,-1.734255467,7.507329293,-3.248711391,0.21821257
20130117 9:00,2.914565019,-1.007790019,7.182437869,-2.357267071,0.14679071
20130117 10:00,2.811487628,-1.235965077,7.481394564,-2.841788825,0.24010901
20130117 11:00,2.384505126,-1.658363544,6.814636257,-3.832913401,0.41405882
20130117 12:00,2.212098102,-1.956938347,6.472297834,-4.586193314,0.13485574
20130117 13:00,2.379736421,-2.079264144,6.615646154,-4.802587795,0.36932618
20130117 14:00,2.619638961,-1.701302395,7.047577278,-4.029119475,0.57316041
20130117 15:00,3.057626167,-0.32026911,7.662466126,-0.46523486,0.27224884
20130117 16:00,3.513220899,0.901490995,7.466776807,2.170613949,0.07893995
20130117 17:00,2.98792971,1.215543756,6.039423629,2.690465414,0.07799725
20130117 18:00,3.491945138,1.589011904,6.2101213,2.971841328,0.07113993
20130117 19:00,3.651146518,1.642935113,6.246429921,3.005909264,0.19312094
20130117 20:00,3.867572357,2.07482007,5.836661202,3.292332279,0.29790432
20130117 21:00,4.409737424,2.765836002,6.418542214,4.093559658,0.31012122
20130117 22:00,4.326835323,2.685450478,6.172869599,3.8708563,0.53049525
20130117 23:00,4.45595718,2.876178864,6.206348976,4.003342717,0.43642514
20130118 0:00,4.454856709,3.116336858,6.291697812,4.366734032,0.28822479
20130118 1:00,4.777907184,3.689961774,6.615876034,5.036098557,0.4936566
20130118 2:00,4.621891488,3.463250928,6.403055332,4.70425475,0.56460858
20130118 3:00,4.419719559,3.938889272,6.085957227,5.334362931,0.42900103
20130118 4:00,3.880340112,4.785141781,5.357437364,6.501742039,0.42853114
20130118 5:00,3.34363086,4.878552708,4.614223868,6.659762899,0.49318672
20130118 6:00,2.967133325,4.935609112,4.09236286,6.720337562,0.45371674
20130118 7:00,2.424320769,5.212307427,3.380906573,7.21086065,0.38877925
20130118 8:00,1.705275325,5.283501701,2.401646953,7.425505653,0.29038623
20130118 9:00,1.061758261,4.982567038,1.510549138,7.195716984,0.31435015
20130118 10:00,0.495676861,4.234269772,0.706191164,6.550465137,0.27666572
20130118 11:00,0.235523549,3.600590238,0.290503513,5.791306586,0.22394512
20130118 12:00,0.155036234,3.36580061,0.18622611,5.329095569,0.20543182
20130118 13:00,0.17601634,2.433206109,0.26253821,4.377678305,0.14425336
20130118 14:00,0.338135339,2.046434377,0.599069831,4.041225556,0.1767691
20130118 15:00,0.558235722,1.799021651,1.113347027,3.998428239,0.09829903
20130118 16:00,0.739046089,1.875770088,1.533300572,4.280232107,0.08655202
20130118 17:00,0.888195568,2.484203426,1.644213811,5.013712268,0.12320271
20130118 18:00,0.933207431,3.137574993,1.593023085,5.543740571,0.15928954
20130118 19:00,0.89124722,3.152722711,1.552734088,5.707028794,0.28127055
20130118 20:00,0.512079489,2.428661793,1.010491588,5.14803,0.21163424
20130118 21:00,0.450664998,3.407709296,0.609023583,4.945894982,0.30166337
20130118 22:00,0.563576113,4.869464077,0.755959925,6.803956934,0.24133069
20130118 23:00,0.412519351,4.518541945,0.543139224,6.158046667,0.14509914
20130119 0:00,0.240101027,4.100969854,0.317046853,5.498309574,0.11577859
20130119 1:00,0.21659261,3.343624025,0.281823173,4.391400323,0.09933277
20130119 2:00,0.316095053,3.227371338,0.407454148,4.212819887,0.12705572
20130119 3:00,0.383175351,3.298822325,0.486637051,4.302348213,0.17921248
20130119 4:00,0.409634802,3.357914222,0.517160069,4.379494961,0.21520534
20130119 5:00,0.393982733,3.525920597,0.475135624,4.604268204,0.2141716
20130119 6:00,0.394728069,3.913687035,0.456998757,5.134771153,0.29292359
20130119 7:00,0.194605179,4.345096509,0.175213789,5.79099473,0.30100554
20130119 8:00,-0.208249281,4.591119637,-0.352524778,6.29721074,0.2417066
20130119 9:00,-0.589116309,4.311109012,-0.938655207,6.546747136,0.20731134
20130119 10:00,-0.822034013,3.509699292,-1.616354691,6.639608963,0.16483413
20130119 11:00,-1.111224633,3.210377589,-2.276802034,6.28768645,0.09660746
20130119 12:00,-1.079175157,2.730690422,-2.409068448,5.707180978,0.06521943
20130119 13:00,-1.015448874,2.353351966,-2.425878226,5.340495816,0.03486515
20130119 14:00,-1.172714907,2.054416485,-2.924420863,4.943332925,0.01240485
20130119 15:00,-1.316564881,1.76706765,-3.417212785,4.420925622,0.00639038
20130119 16:00,-1.384763184,1.511388983,-3.707402643,3.863754661,0.00648435
20130119 17:00,-1.417185328,1.350334596,-3.822859278,3.435161614,0.01606992
20130119 18:00,-1.447371463,1.229833471,-3.876827514,3.080858028,0.02368198
20130119 19:00,-1.526004479,1.226743699,-3.906023445,2.939898537,0.03759045
20130119 20:00,-1.394825229,1.051785336,-3.907792895,2.797510402,0.01343859
20130119 21:00,-1.876312705,1.43607578,-3.288927635,2.358440636,0.01878935
20130119 22:00,-2.480035392,1.85667105,-3.418539873,2.489875837,0.0034595
20130119 23:00,-1.993330559,1.770157423,-2.671831825,2.286056033,0.02903863
20130120 0:00,-1.345260342,1.635752322,-1.777817035,2.07080708,0.02170849
20130120 1:00,-1.353261954,1.344072022,-1.788877099,1.640408156,0.1665257
20130120 2:00,-0.771620185,1.364215277,-1.028751497,1.665667507,0.34940324
20130120 3:00,-0.434129105,1.559532904,-0.586005132,1.917793253,0.45606615
20130120 4:00,-0.23664861,1.775353487,-0.334338777,2.189097396,0.52974344
20130120 5:00,-0.167993282,2.078221705,-0.25091604,2.591843717,0.49017948
20130120 6:00,-0.247448325,2.304473615,-0.363233803,2.899165824,0.50737711
20130120 7:00,-0.477713667,2.547631472,-0.687137723,3.255135569,0.53218681
20130120 8:00,-0.659765998,3.248328964,-1.015236082,4.375434572,0.50126867
20130120 9:00,-0.784734124,4.789287924,-1.394133761,7.407492247,0.34949722
20130120 10:00,-1.112968306,4.378149714,-1.985549695,7.460349778,0.20853303
20130120 11:00,-1.450073681,3.601195617,-2.633823584,6.391972776,0.09472794
20130120 12:00,-1.788336169,2.932871212,-3.456865775,5.423229881,0.06240015
20130120 13:00,-1.824978058,2.482525596,-3.741621595,4.795020461,0.06343389
20130120 14:00,-1.91099007,2.110235091,-4.178775375,4.330996824,0.04651818
20130120 15:00,-1.95997449,1.785065413,-4.478444757,3.79493726,0.0519688
20130120 16:00,-1.834234956,1.378243615,-4.459336756,3.110595949,0.04811578
20130120 17:00,-1.713123871,0.962788993,-4.367525141,2.275166296,0.01231087
20130120 18:00,-1.689210218,0.695531171,-4.387099191,1.677361651,0.0093888
20130120 19:00,-1.667610789,0.536543342,-4.374515874,1.288648302,0.06879053
20130120 20:00,-1.734723301,0.494818029,-4.198349425,1.083766898,0.04228926
20130120 21:00,-2.175583077,0.585102973,-3.157662442,0.759605224,0.02903862
20130120 22:00,-1.625183339,0.629346193,-2.187348828,0.745104485,0.01108918
20130120 23:00,-0.963315118,0.62826709,-1.233812972,0.71142535,0.00573254
20130121 0:00,-0.084295494,0.530788127,-0.013697198,0.57904764,0.03928202
20130121 1:00,1.45491978,0.87001546,1.933185553,0.943830702,0.08908937
20130121 2:00,2.333100015,0.568396333,3.033024072,0.5370788,0.15299314
20130121 3:00,2.992661542,0.413190547,3.884688788,0.33174731,0.26783197
20130121 4:00,3.341792737,0.414719668,4.375554643,0.332725079,0.30908749
20130121 5:00,3.448425967,0.506849211,4.547482277,0.479390429,0.1893619
20130121 6:00,3.483421429,0.808086057,4.635190288,0.898853328,0.16643172
20130121 7:00,3.24874598,1.241209594,4.368079529,1.50115903,0.25345363
20130121 8:00,2.774042833,2.514967426,3.853791648,3.390697615,0.16699558
20130121 9:00,1.294352367,4.925244476,1.79813515,7.450394488,0.11436895
20130121 10:00,0.256839854,3.716092008,0.361916476,6.43009254,0.12057137
20130121 11:00,-0.043709406,2.993200033,-0.191241999,5.593611164,0.15477868
20130121 12:00,-0.194395748,3.01766597,-0.439415802,5.608766583,0.11512076
20130121 13:00,-0.473536019,3.086476417,-0.951710319,5.62147758,0.03599286
20130121 14:00,-0.907068034,2.756568551,-1.650384357,4.957083547,0.00628759
20130121 15:00,-1.139684927,2.032912016,-2.254373612,3.989581125,0
20130121 16:00,-1.249200137,1.108176063,-2.930622308,2.551771816,0
20130121 17:00,-0.916125683,1.429291483,-2.234938314,2.797680719,0
20130121 18:00,-0.357021717,1.680831895,-1.344403002,3.67376174,0.00563857
20130121 19:00,-0.382136107,1.81998191,-1.055863581,3.774960831,0
20130121 20:00,-0.124816535,1.593289715,-0.559017635,4.226201223,0
20130121 21:00,-0.141284988,3.33878139,-0.168318315,4.509754232,0.01578799
20130121 22:00,0.116858007,2.879280515,0.136168017,3.903048569,0.02809886
20130121 23:00,0.627791748,2.95879481,0.815406759,3.939714907,0.12620994
20130122 0:00,1.12308046,3.034486301,1.468731769,4.005714314,0.13391598
20130122 1:00,2.361986014,3.196573749,3.129718868,4.256993857,0.19424866
20130122 2:00,2.402111962,3.038221583,3.206630173,4.066342574,0.26463677
20130122 3:00,2.554217299,3.107470389,3.428420912,4.138310277,0.27290668
20130122 4:00,2.978339237,3.513278081,4.01926667,4.693219142,0.08965323
20130122 5:00,3.005867504,3.742331826,4.102140091,5.034118786,0.09952072
20130122 6:00,3.336206703,4.034823288,4.437807257,5.537892705,0.10685086
20130122 7:00,2.433372875,5.230939038,3.324680082,7.350342481,0.13128465
20130122 8:00,1.684977288,4.464843849,2.339738415,6.205172194,0.16577389
20130122 9:00,0.932382474,4.095839719,1.351219477,6.010733138,0.17686307
20130122 10:00,0.183053725,3.126356427,0.288770293,6.058080311,0.12498825
20130122 11:00,-0.217272592,2.949602481,-0.549503305,5.964017261,0.07132788
20130122 12:00,-0.439831629,2.685682204,-1.036012023,5.623117616,0.01945306
20130122 13:00,-0.596136194,2.247429267,-1.432492779,5.051163769,0.01231087
20130122 14:00,-0.795832772,1.978182159,-1.952389349,4.683749708,0.001486
20130122 15:00,-1.035655298,1.914744441,-2.502096502,4.503830451,0.01052533
20130122 16:00,-1.224620518,1.821282766,-3.026166554,4.334011924,0.02415187
20130122 17:00,-1.431782389,1.949610973,-3.243783811,4.177450606,0.03467719
20130122 18:00,-1.4387811,2.078907696,-3.227089885,4.328330264,0.01954704
20130122 19:00,-1.381858244,2.202877588,-3.176411894,4.702688577,0.07828212
20130122 20:00,-1.56849056,2.383505594,-3.369584472,4.888289494,0.07395921
20130122 21:00,-2.782067195,3.327807501,-4.095770278,4.822634748,0.03984588
20130122 22:00,-3.049884568,3.153959099,-4.256747427,4.352950793,0.01211705
20130122 23:00,-2.924840916,2.903113771,-3.992029449,3.888317204,0.06926041
20130123 0:00,-2.715812722,2.760257842,-3.659939552,3.627592106,0.08260502
20130123 1:00,-2.89765681,2.421317364,-3.896327517,3.131482801,0.0956677
20130123 2:00,-2.679776493,2.320339489,-3.579820367,2.972164667,0.16380039
20130123 3:00,-2.675504329,2.232954791,-3.564776151,2.844324713,0.19518842
20130123 4:00,-2.644649818,2.219847086,-3.530058731,2.814773769,0.26557654
20130123 5:00,-2.630409275,2.182951324,-3.504020665,2.777513882,0.36359364
20130123 6:00,-2.564428089,2.211594086,-3.439214814,2.812204121,0.35598157
20130123 7:00,-2.53974448,2.366944662,-3.439214814,3.056320617,0.38614791
20130123 8:00,-2.758099483,2.458698596,-3.845987258,3.294012994,0.57494596
20130123 9:00,-2.371706065,2.34704037,-4.269539788,3.978824006,0.69044261
20130123 10:00,-1.728982863,2.540257649,-4.071071867,5.19812166,0.72220654
20130123 11:00,-2.093066095,2.354322428,-4.794930085,4.749075791,0.62606897
20130123 12:00,-3.362847902,1.595046488,-7.023209859,3.013279024,0.57034112
20130123 13:00,-3.798608537,1.170259757,-7.353025353,2.083709105,0.51527111
20130123 14:00,-3.431202512,0.812467962,-6.883182929,1.436800392,0.49779155
20130123 15:00,-2.674080275,0.445452226,-6.0661663,0.82201227,0.43369983
20130123 16:00,-2.042749507,0.226990478,-5.178557582,0.400590109,0.31773329
20130123 17:00,-1.815375494,0.044939022,-4.653745908,0.013215775,0.17564138
20130123 18:00,-1.831040092,-0.05409697,-4.190268344,-0.361310322,0.13175453
20130123 19:00,-1.764109537,-0.173522725,-3.494762687,-0.984449798,0.15327506
20130123 20:00,-1.542906426,-0.357516064,-2.830502707,-1.737998875,0.09632553
20130123 21:00,-1.429456762,-0.870658435,-1.658789765,-2.574419079,0.08551828
20130123 22:00,-0.70651183,-1.319233223,-0.700588959,-2.713180034,0.01907715
20130123 23:00,0.187319625,-2.280950382,0.331675678,-3.142311137,0.01917113
20130124 0:00,1.286689594,-2.907207392,1.752775425,-3.917059805,0.05845315
20130124 1:00,2.080945626,-2.985247211,2.801340785,-4.001589486,0.07649657
20130124 2:00,1.863283061,-3.353312885,2.456691455,-4.506123624,0.09717132
20130124 3:00,1.594848235,-3.556297614,2.10741596,-4.780383207,0.06578329
20130124 4:00,1.184439122,-3.778234233,1.546493392,-5.100568333,0.05384832
20130124 5:00,1.197132187,-3.990196173,1.562684972,-5.455035907,0.07565078
20130124 6:00,1.099348573,-3.988201237,1.482883617,-5.563704798,0.05384832
