Index,Arrival_Time,Creation_Time,x,y,z
116689,1425047498495,1891187283000,-0.13587095,-0.56084174,9.354146
116690,1425047498505,1891197462000,-0.14604631,-0.56922144,9.355343
116691,1425047498515,1891207179000,-0.15322891,-0.58298814,9.371504
116692,1425047498525,1891217215000,-0.16460137,-0.57760113,9.382876
116693,1425047498535,1891227069000,-0.15203181,-0.5835867,9.357738
116694,1425047498545,1891237091000,-0.14903906,-0.57161564,9.358934
116695,1425047498554,1891246973000,-0.15203181,-0.5506664,9.378687
116696,1425047498565,1891257510000,-0.14425065,-0.5781997,9.376292
116697,1425047498574,1891266857000,-0.14185645,-0.58897364,9.376292
116698,1425047498584,1891276896000,-0.1448492,-0.5781997,9.363124
116699,1425047498594,1891286754000,-0.13587095,-0.5758055,9.356541
116700,1425047498604,1891296793000,-0.13467385,-0.58897364,9.346964
116701,1425047498614,1891306654000,-0.142455,-0.57281274,9.356541
116702,1425047498624,1891316819000,-0.16400282,-0.5895722,9.367314
116703,1425047498634,1891326542000,-0.17597382,-0.5542577,9.3661175
116704,1425047498644,1891336751000,-0.1604115,-0.5602432,9.350554
116705,1425047498654,1891346445000,-0.15741876,-0.5650316,9.372701
116706,1425047498664,1891356481000,-0.15981296,-0.57161564,9.380483
116707,1425047498674,1891366336000,-0.15442601,-0.58777654,9.3182335
116708,1425047498684,1891376510000,-0.14724341,-0.57879823,9.353547
116709,1425047498694,1891386235000,-0.15203181,-0.5805939,9.378088
116710,1425047498704,1891396267000,-0.15741876,-0.5614403,9.365519
116711,1425047498714,1891406487000,-0.15861586,-0.57161564,9.36492
116712,1425047498724,1891416387000,-0.14185645,-0.58418524,9.358934
116713,1425047498733,1891426018000,-0.15322891,-0.56982,9.381081
116714,1425047498744,1891436553000,-0.15382746,-0.5638345,9.386468
116715,1425047498753,1891446009000,-0.15442601,-0.57281274,9.385869
116716,1425047498764,1891456093000,-0.16400282,-0.58418524,9.3499565
116717,1425047498773,1891466013000,-0.15083471,-0.5781997,9.321226
116718,1425047498783,1891476007000,-0.1604115,-0.57640404,9.352949
116719,1425047498793,1891485918000,-0.15741876,-0.5710171,9.376891
116720,1425047498803,1891496006000,-0.16340427,-0.56802434,9.348161
116721,1425047498813,1891505592000,-0.15682021,-0.56922144,9.354146
116722,1425047498823,1891515627000,-0.15861586,-0.58657944,9.378088
116723,1425047498833,1891525481000,-0.1604115,-0.58657944,9.364322
116724,1425047498843,1891535488000,-0.16280572,-0.5674258,9.367314
116725,1425047498853,1891545398000,-0.1592144,-0.6027403,9.3260145
116726,1425047498863,1891555563000,-0.1448492,-0.5650316,9.357738
116727,1425047498873,1891565355000,-0.15083471,-0.56682724,9.363723
116728,1425047498883,1891575354000,-0.1592144,-0.5770026,9.359533
116729,1425047498896,1891585663000,-0.14664486,-0.59615624,9.361329
116730,1425047498905,1891596257000,-0.14784196,-0.5758055,9.3661175
116731,1425047498916,1891605602000,-0.14305355,-0.57999533,9.352949
116732,1425047498924,1891616057000,-0.16938977,-0.5770026,9.354146
116733,1425047498934,1891625500000,-0.1376666,-0.57999533,9.362526
116734,1425047498944,1891635393000,-0.15023616,-0.57520694,9.375095
116735,1425047498952,1891644669000,-0.14724341,-0.57640404,9.363124
116736,1425047498962,1891654776000,-0.14784196,-0.57999533,9.3661175
116737,1425047498972,1891664495000,-0.13587095,-0.5823896,9.403227
116738,1425047498981,1891674562000,-0.16938977,-0.57520694,9.356541
116739,1425047498991,1891684260000,-0.14784196,-0.5883751,9.321824
116740,1425047499001,1891694291000,-0.1352724,-0.56682724,9.3822775
116741,1425047499011,1891704147000,-0.15622166,-0.57520694,9.364322
116742,1425047499021,1891714184000,-0.15263036,-0.57400984,9.354146
116743,1425047499031,1891724037000,-0.14903906,-0.56922144,9.364322
116744,1425047499041,1891734208000,-0.15801731,-0.5638345,9.36911
116745,1425047499051,1891744050000,-0.13706805,-0.58418524,9.374496
116746,1425047499061,1891754079000,-0.15801731,-0.5823896,9.3978405
116747,1425047499071,1891763929000,-0.14844051,-0.57760113,9.334992
116748,1425047499081,1891773966000,-0.16101007,-0.5835867,9.3738985
116749,1425047499091,1891783821000,-0.14903906,-0.5943606,9.347562
116750,1425047499101,1891793992000,-0.15562311,-0.58777654,9.348161
116751,1425047499111,1891803712000,-0.14724341,-0.57640404,9.328408
116752,1425047499121,1891813751000,-0.16101007,-0.5710171,9.367314
116753,1425047499131,1891823613000,-0.12988544,-0.5722142,9.369708
116754,1425047499141,1891833645000,-0.1448492,-0.60094464,9.343372
116755,1425047499150,1891843512000,-0.17776948,-0.6051345,9.341577
116756,1425047499161,1891853682000,-0.16519992,-0.58119243,9.3822775
116757,1425047499170,1891863396000,-0.15083471,-0.57281274,9.36073
116758,1425047499180,1891873442000,-0.16460137,-0.5823896,9.35235
116759,1425047499190,1891883300000,-0.14844051,-0.5674258,9.347562
116760,1425047499200,1891893335000,-0.15143326,-0.5823896,9.356541
116761,1425047499210,1891903189000,-0.16101007,-0.56203884,9.371504
116762,1425047499220,1891913360000,-0.16998832,-0.5835867,9.339781
116763,1425047499230,1891923083000,-0.13587095,-0.5662287,9.3822775
116764,1425047499240,1891933118000,-0.15083471,-0.56982,9.346964
116765,1425047499250,1891943033000,-0.15083471,-0.56203884,9.367314
116766,1425047499260,1891953073000,-0.16460137,-0.587178,9.361329
116767,1425047499270,1891962924000,-0.15502456,-0.5847838,9.358934
116768,1425047499280,1891973189000,-0.12988544,-0.5542577,9.3499565
116769,1425047499290,1891983036000,-0.1376666,-0.5758055,9.355942
116770,1425047499300,1891992925000,-0.12988544,-0.59256494,9.337985
116771,1425047499310,1892002722000,-0.13706805,-0.5847838,9.357139
116772,1425047499320,1892012746000,-0.1352724,-0.5650316,9.341577
116773,1425047499330,1892022595000,-0.14664486,-0.5770026,9.348759
116774,1425047499340,1892032743000,-0.14844051,-0.5847838,9.35235
116775,1425047499349,1892042503000,-0.15502456,-0.58538234,9.363124
116776,1425047499360,1892052554000,-0.14604631,-0.5823896,9.361329
116777,1425047499369,1892062403000,-0.15622166,-0.5650316,9.357139
116778,1425047499379,1892072444000,-0.16280572,-0.5650316,9.363723
116779,1425047499389,1892082302000,-0.14724341,-0.5847838,9.3733
116780,1425047499399,1892092473000,-0.14604631,-0.56682724,9.375095
116781,1425047499409,1892102186000,-0.16519992,-0.5710171,9.391854
116782,1425047499419,1892112224000,-0.16579847,-0.57760113,9.386468
116783,1425047499429,1892122084000,-0.16400282,-0.5650316,9.367314
116784,1425047499439,1892132117000,-0.142455,-0.57161564,9.358934
116785,1425047499449,1892141980000,-0.1604115,-0.5626374,9.351153
116786,1425047499459,1892152177000,-0.15981296,-0.5781997,9.3661175
116787,1425047499469,1892161880000,-0.14963761,-0.5835867,9.384672
116788,1425047499479,1892171916000,-0.12389994,-0.58298814,9.368511
116789,1425047499489,1892181769000,-0.1412579,-0.5919664,9.370307
116790,1425047499499,1892191803000,-0.142455,-0.58777654,9.339781
116791,1425047499509,1892201652000,-0.14544775,-0.5770026,9.376891
116792,1425047499519,1892211831000,-0.14724341,-0.56323594,9.3738985
116793,1425047499528,1892221549000,-0.15622166,-0.5710171,9.344569
116794,1425047499539,1892231602000,-0.142455,-0.56922144,9.339781
116795,1425047499548,1892241455000,-0.14784196,-0.5781997,9.344569
116796,1425047499559,1892251861000,-0.12749124,-0.57760113,9.375095
116797,1425047499568,1892261350000,-0.14425065,-0.57999533,9.367912
116798,1425047499578,1892271515000,-0.16280572,-0.5793968,9.339182
116799,1425047499588,1892281235000,-0.13347675,-0.5805939,9.390657
116800,1425047499598,1892291284000,-0.16101007,-0.5859809,9.351752
116801,1425047499608,1892301138000,-0.15682021,-0.58538234,9.34038
116802,1425047499618,1892311178000,-0.15562311,-0.5859809,9.339781
116803,1425047499628,1892321034000,-0.14784196,-0.56802434,9.372103
116804,1425047499638,1892331202000,-0.15203181,-0.5710171,9.383475
116805,1425047499648,1892341070000,-0.1448492,-0.56922144,9.361329
116806,1425047499658,1892351183000,-0.13227965,-0.56203884,9.392453
116807,1425047499668,1892360817000,-0.13826515,-0.5662287,9.356541
116808,1425047499678,1892370852000,-0.15083471,-0.5943606,9.357738
116809,1425047499688,1892380817000,-0.16280572,-0.5758055,9.38168
116810,1425047499698,1892390887000,-0.15322891,-0.56802434,9.353547
116811,1425047499708,1892400810000,-0.17657238,-0.5710171,9.336189
116812,1425047499718,1892410807000,-0.14844051,-0.5805939,9.363124
116813,1425047499727,1892420505000,-0.16819267,-0.5710171,9.419388
116814,1425047499737,1892430540000,-0.15382746,-0.59256494,9.376891
116815,1425047499747,1892440390000,-0.12988544,-0.5835867,9.332599
116816,1425047499758,1892450569000,-0.14065935,-0.5530606,9.381081
116817,1425047499767,1892460305000,-0.13347675,-0.5770026,9.364322
116818,1425047499777,1892470336000,-0.14664486,-0.57760113,9.350554
116819,1425047499787,1892480239000,-0.14664486,-0.5710171,9.384672
116820,1425047499797,1892490242000,-0.16938977,-0.56682724,9.34038
116821,1425047499807,1892500282000,-0.12808979,-0.587178,9.358934
116822,1425047499817,1892510249000,-0.14544775,-0.5823896,9.379884
116823,1425047499827,1892519969000,-0.14664486,-0.5662287,9.382876
116824,1425047499837,1892530156000,-0.17298107,-0.5805939,9.371504
116825,1425047499847,1892539860000,-0.15143326,-0.5895722,9.359533
116826,1425047499857,1892549910000,-0.14844051,-0.5793968,9.377489
116827,1425047499867,1892559772000,-0.1388637,-0.5805939,9.375694
116828,1425047499877,1892569937000,-0.1400608,-0.5566519,9.374496
116829,1425047499887,1892579666000,-0.15263036,-0.57400984,9.294291
116830,1425047499897,1892589698000,-0.15382746,-0.56323594,9.380483
116831,1425047499907,1892599557000,-0.1604115,-0.59376204,9.337985
116832,1425047499917,1892609589000,-0.15083471,-0.57400984,9.36911
116833,1425047499926,1892619446000,-0.14724341,-0.5674258,9.36073
116834,1425047499937,1892629618000,-0.1412579,-0.5542577,9.357139
116835,1425047499946,1892639331000,-0.15203181,-0.55964464,9.334992
116836,1425047499956,1892649386000,-0.12030864,-0.59615624,9.379285
116837,1425047499966,1892659240000,-0.1436521,-0.58777654,9.3822775
116838,1425047499976,1892669278000,-0.15442601,-0.5895722,9.38168
116839,1425047499986,1892679132000,-0.15143326,-0.6003461,9.368511
116840,1425047499996,1892689304000,-0.1448492,-0.58298814,9.346964
116841,1425047500006,1892699032000,-0.1352724,-0.56682724,9.339781
116842,1425047500016,1892709059000,-0.1604115,-0.5710171,9.332599
116843,1425047500026,1892718918000,-0.14903906,-0.59495914,9.359533
116844,1425047500036,1892728953000,-0.15622166,-0.5943606,9.371504
116845,1425047500046,1892738805000,-0.15442601,-0.57041854,9.371504
116846,1425047500056,1892748987000,-0.15801731,-0.5734113,9.342773
116847,1425047500066,1892758712000,-0.16101007,-0.57760113,9.365519
116848,1425047500076,1892768744000,-0.15143326,-0.581791,9.390657
116849,1425047500086,1892778601000,-0.15442601,-0.5770026,9.345168
116850,1425047500096,1892788647000,-0.14604631,-0.57400984,9.3499565
116851,1425047500105,1892798503000,-0.16220717,-0.57520694,9.341577
116852,1425047500116,1892808671000,-0.1340753,-0.5883751,9.337985
116853,1425047500125,1892818395000,-0.15382746,-0.5847838,9.349358
116854,1425047500135,1892828434000,-0.14784196,-0.58418524,9.342773
116855,1425047500145,1892838280000,-0.14903906,-0.59855044,9.39365
116856,1425047500155,1892848332000,-0.15682021,-0.5847838,9.353547
116857,1425047500165,1892858207000,-0.14604631,-0.5674258,9.359533
116858,1425047500175,1892868359000,-0.14724341,-0.57640404,9.353547
116859,1425047500185,1892878083000,-0.142455,-0.587178,9.35235
116860,1425047500195,1892888112000,-0.14065935,-0.5650316,9.367912
116861,1425047500205,1892897972000,-0.15502456,-0.5770026,9.368511
116862,1425047500215,1892908007000,-0.15502456,-0.5793968,9.346365
116863,1425047500225,1892917862000,-0.1412579,-0.58538234,9.363723
116864,1425047500235,1892928035000,-0.14544775,-0.5781997,9.320627
116865,1425047500245,1892937748000,-0.1592144,-0.5686229,9.357139
116866,1425047500255,1892947794000,-0.16759412,-0.58298814,9.363124
116867,1425047500265,1892957647000,-0.14604631,-0.587178,9.375694
116868,1425047500275,1892967678000,-0.1592144,-0.58777654,9.389461
116869,1425047500284,1892977542000,-0.15562311,-0.5650316,9.36911
116870,1425047500295,1892987715000,-0.14903906,-0.5746084,9.369708
116871,1425047500304,1892997429000,-0.15502456,-0.5662287,9.362526
116872,1425047500314,1893007490000,-0.14664486,-0.587178,9.346964
116873,1425047500324,1893017343000,-0.1592144,-0.5722142,9.361927
116874,1425047500334,1893027381000,-0.15083471,-0.5734113,9.352949
116875,1425047500344,1893037222000,-0.16220717,-0.57520694,9.348161
116876,1425047500354,1893047413000,-0.14664486,-0.5674258,9.342773
116877,1425047500364,1893057134000,-0.17118542,-0.57281274,9.357738
116878,1425047500374,1893067173000,-0.142455,-0.5734113,9.372103
116879,1425047500384,1893077033000,-0.1448492,-0.56922144,9.370906
116880,1425047500394,1893087063000,-0.15382746,-0.5781997,9.349358
116881,1425047500404,1893096912000,-0.15502456,-0.58777654,9.376292
116882,1425047500414,1893107089000,-0.14724341,-0.58538234,9.379285
116883,1425047500424,1893116809000,-0.1340753,-0.6075287,9.3733
116884,1425047500434,1893126849000,-0.16938977,-0.57760113,9.342773
116885,1425047500444,1893136694000,-0.15023616,-0.5746084,9.363124
116886,1425047500454,1893146759000,-0.1400608,-0.5758055,9.363124
116887,1425047500464,1893156606000,-0.15981296,-0.60094464,9.377489
116888,1425047500474,1893166786000,-0.16280572,-0.5686229,9.34038
116889,1425047500483,1893176502000,-0.13826515,-0.5781997,9.35235
116890,1425047500493,1893186534000,-0.14604631,-0.58298814,9.343372
116891,1425047500503,1893196397000,-0.16280572,-0.5793968,9.36492
116892,1425047500513,1893206430000,-0.1436521,-0.5386954,9.369708
116893,1425047500523,1893216289000,-0.14425065,-0.5722142,9.381081
116894,1425047500533,1893226469000,-0.16280572,-0.59256494,9.379884
116895,1425047500543,1893236383000,-0.16400282,-0.5770026,9.377489
116896,1425047500554,1893246600000,-0.1448492,-0.5650316,9.417592
116897,1425047500563,1893256082000,-0.15502456,-0.57161564,9.386468
116898,1425047500573,1893266121000,-0.1448492,-0.57161564,9.358934
116899,1425047500583,1893276199000,-0.14065935,-0.5847838,9.3661175
116900,1425047500593,1893286152000,-0.15203181,-0.58897364,9.346365
116901,1425047500603,1893295863000,-0.14664486,-0.58897364,9.357738
116902,1425047500613,1893305911000,-0.13347675,-0.5650316,9.345766
116903,1425047500623,1893315814000,-0.15263036,-0.56682724,9.349358
116904,1425047500633,1893325816000,-0.16400282,-0.5746084,9.334992
116905,1425047500643,1893335909000,-0.11492168,-0.56563014,9.339182
116906,1425047500653,1893345818000,-0.15562311,-0.56084174,9.396643
116907,1425047500662,1893355556000,-0.14604631,-0.58657944,9.34038
116908,1425047500673,1893365737000,-0.17118542,-0.57400984,9.340978
116909,1425047500682,1893375441000,-0.15442601,-0.5847838,9.364322
116910,1425047500692,1893385485000,-0.15562311,-0.5710171,9.374496
116911,1425047500702,1893395340000,-0.142455,-0.5710171,9.36911
116912,1425047500712,1893405515000,-0.15322891,-0.57879823,9.376891
116913,1425047500722,1893415235000,-0.14903906,-0.59495914,9.403227
116914,1425047500732,1893425270000,-0.16519992,-0.5907693,9.369708
116915,1425047500742,1893435326000,-0.15622166,-0.58119243,9.399037
116916,1425047500752,1893445241000,-0.15322891,-0.5967548,9.329605
116917,1425047500762,1893455169000,-0.13587095,-0.5614403,9.36492
116918,1425047500772,1893465245000,-0.16400282,-0.5883751,9.372103
116919,1425047500782,1893474899000,-0.16759412,-0.58119243,9.346964
116920,1425047500792,1893484942000,-0.15203181,-0.57640404,9.374496
116921,1425047500802,1893494802000,-0.14784196,-0.5895722,9.355942
116922,1425047500812,1893504845000,-0.16879122,-0.5793968,9.3738985
116923,1425047500822,1893514698000,-0.15861586,-0.58298814,9.359533
116924,1425047500832,1893524868000,-0.15442601,-0.56922144,9.357738
116925,1425047500842,1893534764000,-0.14604631,-0.581791,9.330204
116926,1425047500852,1893544657000,-0.14425065,-0.59256494,9.350554
116927,1425047500861,1893554499000,-0.1448492,-0.55605334,9.355343
116928,1425047500872,1893564537000,-0.15861586,-0.5710171,9.358934
116929,1425047500881,1893574395000,-0.15322891,-0.581791,9.35235
116930,1425047500892,1893584569000,-0.14604631,-0.5722142,9.354745
116931,1425047500901,1893594288000,-0.17058687,-0.5722142,9.358934
116932,1425047500911,1893604323000,-0.1412579,-0.58897364,9.3499565
116933,1425047500921,1893614192000,-0.1448492,-0.557849,9.340978
116934,1425047500931,1893624216000,-0.15083471,-0.5674258,9.394249
116935,1425047500941,1893634073000,-0.16340427,-0.5710171,9.367912
116936,1425047500951,1893644247000,-0.1412579,-0.5590461,9.35235
116937,1425047500961,1893653974000,-0.16340427,-0.5847838,9.3661175
116938,1425047500971,1893664015000,-0.16220717,-0.5805939,9.343372
116939,1425047500981,1893673874000,-0.14065935,-0.58298814,9.402629
116940,1425047500991,1893683911000,-0.13467385,-0.56922144,9.354146
116941,1425047501001,1893693756000,-0.16759412,-0.5770026,9.403227
116942,1425047501011,1893703940000,-0.1364695,-0.57520694,9.366715
116943,1425047501021,1893713659000,-0.16699557,-0.5662287,9.400234
116944,1425047501031,1893723690000,-0.14664486,-0.5710171,9.354146
116945,1425047501040,1893733547000,-0.15502456,-0.5805939,9.352949
116946,1425047501051,1893743583000,-0.1352724,-0.5710171,9.357738
116947,1425047501060,1893753442000,-0.15502456,-0.5674258,9.378687
116948,1425047501071,1893763620000,-0.15442601,-0.5674258,9.417592
116949,1425047501080,1893773336000,-0.15502456,-0.57999533,9.329605
116950,1425047501090,1893783375000,-0.15143326,-0.5710171,9.357738
116951,1425047501100,1893793233000,-0.14903906,-0.56682724,9.381081
116952,1425047501110,1893803272000,-0.14065935,-0.57879823,9.366715
116953,1425047501120,1893813131000,-0.14185645,-0.56563014,9.333796
116954,1425047501130,1893823307000,-0.17238252,-0.56443304,9.372103
116955,1425047501140,1893833018000,-0.14724341,-0.5781997,9.380483
116956,1425047501150,1893843074000,-0.14664486,-0.6027403,9.345168
116957,1425047501160,1893852929000,-0.15801731,-0.55365914,9.367912
116958,1425047501170,1893862955000,-0.1400608,-0.59615624,9.376891
116959,1425047501180,1893872821000,-0.16639702,-0.57520694,9.382876
116960,1425047501190,1893882987000,-0.15562311,-0.5746084,9.342773
116961,1425047501200,1893892710000,-0.14065935,-0.5746084,9.343372
116962,1425047501210,1893902744000,-0.14784196,-0.58119243,9.36073
116963,1425047501220,1893912604000,-0.15322891,-0.5919664,9.375095
116964,1425047501230,1893922650000,-0.15981296,-0.5686229,9.372701
116965,1425047501239,1893932501000,-0.15562311,-0.57879823,9.370906
116966,1425047501250,1893942666000,-0.15263036,-0.5746084,9.360131
116967,1425047501259,1893952382000,-0.1400608,-0.55844754,9.347562
116968,1425047501269,1893962417000,-0.14185645,-0.56982,9.387066
116969,1425047501279,1893972269000,-0.13946225,-0.5781997,9.367912
116970,1425047501289,1893982322000,-0.15203181,-0.57640404,9.398438
116971,1425047501299,1893992176000,-0.16280572,-0.57281274,9.391854
116972,1425047501309,1894002348000,-0.16819267,-0.56563014,9.375095
116973,1425047501319,1894012072000,-0.15801731,-0.56084174,9.396045
116974,1425047501329,1894022123000,-0.14604631,-0.5835867,9.3738985
116975,1425047501339,1894031979000,-0.1364695,-0.57879823,9.375095
116976,1425047501349,1894042007000,-0.15143326,-0.587178,9.385869
116977,1425047501359,1894051878000,-0.1592144,-0.59615624,9.3978405
116978,1425047501369,1894062040000,-0.14784196,-0.58657944,9.340978
116979,1425047501379,1894071764000,-0.14903906,-0.55844754,9.347562
116980,1425047501389,1894081801000,-0.17118542,-0.5847838,9.3738985
116981,1425047501399,1894091658000,-0.18195933,-0.57879823,9.374496
116982,1425047501409,1894101693000,-0.15861586,-0.56922144,9.374496
116983,1425047501418,1894111554000,-0.16579847,-0.59376204,9.370307
116984,1425047501429,1894121721000,-0.15263036,-0.5895722,9.375694
116985,1425047501438,1894131448000,-0.15203181,-0.57640404,9.339182
116986,1425047501448,1894141485000,-0.15622166,-0.5847838,9.379285
116987,1425047501458,1894151341000,-0.15741876,-0.55844754,9.384672
116988,1425047501468,1894161371000,-0.17477672,-0.5734113,9.359533
116989,1425047501478,1894171231000,-0.15143326,-0.5758055,9.371504
116990,1425047501488,1894181407000,-0.15023616,-0.58657944,9.3738985
116991,1425047501498,1894191126000,-0.15382746,-0.57520694,9.36911
116992,1425047501508,1894201160000,-0.15203181,-0.56443304,9.365519
116993,1425047501518,1894211034000,-0.15442601,-0.57520694,9.372103
116994,1425047501528,1894221067000,-0.15442601,-0.57520694,9.372103
116995,1425047501538,1894231156000,-0.15801731,-0.5793968,9.378088
116996,1425047501549,1894241454000,-0.1400608,-0.5895722,9.360131
116997,1425047501558,1894250861000,-0.1364695,-0.56982,9.365519
116998,1425047501568,1894260856000,-0.15322891,-0.5566519,9.38168
116999,1425047501578,1894270813000,-0.13587095,-0.56982,9.363723
117000,1425047501588,1894280815000,-0.14784196,-0.59256494,9.364322
117001,1425047501598,1894290753000,-0.15442601,-0.5859809,9.361927
117002,1425047501608,1894300862000,-0.14724341,-0.5638345,9.320627
117003,1425047501617,1894310506000,-0.15322891,-0.5823896,9.3738985
117004,1425047501627,1894320538000,-0.14664486,-0.5650316,9.394848
117005,1425047501637,1894330395000,-0.17298107,-0.58119243,9.353547
117006,1425047501647,1894340418000,-0.14305355,-0.5734113,9.381081
117007,1425047501657,1894350286000,-0.16998832,-0.5758055,9.360131
117008,1425047501667,1894360457000,-0.16460137,-0.57400984,9.375095
117009,1425047501677,1894370239000,-0.15143326,-0.56682724,9.354745
117010,1425047501687,1894380240000,-0.15801731,-0.557849,9.376891
117011,1425047501697,1894390236000,-0.13227965,-0.5823896,9.330204
117012,1425047501707,1894400287000,-0.15143326,-0.5758055,9.3661175
117013,1425047501717,1894409965000,-0.15083471,-0.5746084,9.3978405
117014,1425047501727,1894420240000,-0.14065935,-0.57640404,9.372701
117015,1425047501737,1894429853000,-0.15861586,-0.5614403,9.347562
117016,1425047501747,1894439892000,-0.16759412,-0.5710171,9.3499565
117017,1425047501759,1894450620000,-0.15442601,-0.57640404,9.369708
117018,1425047501768,1894460485000,-0.15083471,-0.5626374,9.3499565
117019,1425047501778,1894469958000,-0.15682021,-0.5781997,9.370906
117020,1425047501788,1894480346000,-0.16460137,-0.5746084,9.3738985
117021,1425047501798,1894489855000,-0.15682021,-0.5823896,9.324817
117022,1425047501808,1894499807000,-0.16400282,-0.58418524,9.376292
117023,1425047501817,1894509546000,-0.15023616,-0.5781997,9.380483
117024,1425047501827,1894519526000,-0.13108255,-0.5793968,9.358934
117025,1425047501836,1894529361000,-0.1436521,-0.5823896,9.354146
117026,1425047501846,1894539425000,-0.14185645,-0.57640404,9.320028
117027,1425047501856,1894549153000,-0.14784196,-0.5805939,9.349358
117028,1425047501866,1894559188000,-0.15143326,-0.57999533,9.367912
117029,1425047501876,1894569042000,-0.1592144,-0.57400984,9.388264
117030,1425047501886,1894579083000,-0.14305355,-0.57999533,9.36492
117031,1425047501896,1894588938000,-0.15263036,-0.59376204,9.385869
117032,1425047501906,1894599111000,-0.14604631,-0.5781997,9.394848
117033,1425047501916,1894608831000,-0.1448492,-0.58657944,9.398438
117034,1425047501926,1894618871000,-0.13706805,-0.59376204,9.352949
117035,1425047501936,1894628726000,-0.16220717,-0.5674258,9.35235
117036,1425047501946,1894638760000,-0.13946225,-0.5781997,9.388264
117037,1425047501956,1894648625000,-0.14724341,-0.5770026,9.354146
117038,1425047501966,1894658794000,-0.15023616,-0.5746084,9.363723
117039,1425047501975,1894668515000,-0.14544775,-0.5823896,9.34397
117040,1425047501985,1894678552000,-0.15083471,-0.57400984,9.345766
117041,1425047501995,1894688412000,-0.14844051,-0.58298814,9.358934
117042,1425047502005,1894698449000,-0.14425065,-0.57760113,9.364322
117043,1425047502015,1894708305000,-0.1328782,-0.5758055,9.389461
117044,1425047502025,1894718476000,-0.1400608,-0.56682724,9.355343
117045,1425047502035,1894728200000,-0.16101007,-0.59495914,9.331401
117046,1425047502045,1894738240000,-0.15622166,-0.581791,9.35235
117047,1425047502055,1894748110000,-0.15023616,-0.57281274,9.350554
117048,1425047502065,1894758145000,-0.12330139,-0.57999533,9.361927
117049,1425047502075,1894768002000,-0.17178397,-0.6003461,9.339781
117050,1425047502085,1894778171000,-0.15502456,-0.56802434,9.346964
117051,1425047502095,1894787910000,-0.15263036,-0.56682724,9.368511
117052,1425047502105,1894797945000,-0.15502456,-0.57400984,9.361927
117053,1425047502115,1894807790000,-0.1436521,-0.5734113,9.347562
117054,1425047502125,1894817827000,-0.15023616,-0.57400984,9.343372
117055,1425047502135,1894827685000,-0.16280572,-0.55844754,9.376292
117056,1425047502145,1894837854000,-0.14724341,-0.56922144,9.385869
117057,1425047502155,1894847590000,-0.1448492,-0.5883751,9.390059
117058,1425047502165,1894857622000,-0.130484,-0.5446809,9.367314
117059,1425047502174,1894867482000,-0.15322891,-0.55964464,9.383475
117060,1425047502184,1894877516000,-0.13946225,-0.57520694,9.354146
117061,1425047502194,1894887374000,-0.14425065,-0.5638345,9.381081
117062,1425047502204,1894897546000,-0.14903906,-0.58418524,9.378687
117063,1425047502214,1894907266000,-0.15741876,-0.5722142,9.391854
117064,1425047502224,1894917306000,-0.1592144,-0.58119243,9.379884
117065,1425047502234,1894927166000,-0.13826515,-0.557849,9.35235
117066,1425047502244,1894937201000,-0.15263036,-0.5781997,9.356541
117067,1425047502254,1894947066000,-0.15442601,-0.58298814,9.339182
117068,1425047502264,1894957235000,-0.15083471,-0.56982,9.352949
117069,1425047502274,1894966957000,-0.15622166,-0.5793968,9.336189
117070,1425047502284,1894976995000,-0.17357962,-0.5626374,9.3738985
117071,1425047502294,1894986851000,-0.15861586,-0.55365914,9.384073
117072,1425047502304,1894996885000,-0.13946225,-0.5805939,9.348161
117073,1425047502314,1895006758000,-0.14544775,-0.5710171,9.38168
117074,1425047502324,1895016927000,-0.14425065,-0.5758055,9.387066
117075,1425047502334,1895026654000,-0.14544775,-0.59017074,9.352949
117076,1425047502344,1895036746000,-0.14425065,-0.58418524,9.370307
117077,1425047502353,1895046551000,-0.14903906,-0.5686229,9.358934
117078,1425047502364,1895056588000,-0.15861586,-0.58657944,9.375694
117079,1425047502373,1895066448000,-0.14903906,-0.5835867,9.385869
117080,1425047502384,1895076616000,-0.16579847,-0.57640404,9.350554
117081,1425047502393,1895086341000,-0.15023616,-0.5674258,9.345766
117082,1425047502403,1895096381000,-0.17298107,-0.5823896,9.388862
117083,1425047502413,1895106237000,-0.14425065,-0.57640404,9.323022
117084,1425047502423,1895116273000,-0.16400282,-0.5907693,9.366715
117085,1425047502433,1895126127000,-0.15981296,-0.5770026,9.372701
117086,1425047502443,1895136372000,-0.1448492,-0.5662287,9.362526
117087,1425047502453,1895146091000,-0.1448492,-0.5650316,9.355942
117088,1425047502463,1895156113000,-0.1604115,-0.5793968,9.366715
117089,1425047502473,1895166200000,-0.15741876,-0.5883751,9.407417
117090,1425047502483,1895176012000,-0.15263036,-0.56802434,9.346365
117091,1425047502493,1895185863000,-0.14963761,-0.56982,9.368511
117092,1425047502503,1895196044000,-0.14724341,-0.5662287,9.3583355
117093,1425047502513,1895205867000,-0.16280572,-0.57520694,9.384073
117094,1425047502523,1895215814000,-0.14963761,-0.5907693,9.354146
117095,1425047502533,1895225818000,-0.1400608,-0.56982,9.337985
117096,1425047502543,1895236218000,-0.15442601,-0.59376204,9.387066
117097,1425047502553,1895245556000,-0.14604631,-0.58777654,9.360131
117098,1425047502563,1895255864000,-0.15322891,-0.54527944,9.356541
